,Term,AffectCategory,Flag,Synonym_1,Synonym_2,Synonym_3,Synonym_4,AffectCategory_#,negative,positive,fear,anger,trust,sadness,disgust,joy,anticip,surprise,features
145391,chaff ,anger,1,ridicule,,,,4,1,0,0,0,0,0,0,0,0,0,chaff ridicul
145440,expulsion ,fear,1,ejection,,,,3,1,0,0,0,0,0,0,0,0,0,xpulsion ejecti
145441,expulsion ,anger,1,ejection,,,,4,1,0,0,0,0,0,0,0,0,0,xpulsion ejecti
145448,expulsion ,disgust,1,ejection,,,,7,1,0,0,0,0,0,0,0,0,0,xpulsion ejecti
145479,amnesty ,joy,1,pacification,,,,8,1,0,0,0,0,0,0,0,0,0,amnesty pacificati
145513,pledge ,trust,1,celebration, toast, drink to,,5,1,0,0,0,0,0,0,0,0,0,pledge celebration toast drink t
145519,pledge ,joy,1,celebration, toast, drink to,,8,1,0,0,0,0,0,0,0,0,0,pledge celebration toast drink t
145582,long ,anticip,1,diuturnity,,,,9,1,0,0,0,0,0,0,0,0,0,long diuturnity
145593,dictum ,trust,1,affirmation,,,,5,1,0,0,0,0,0,0,0,0,0,dictum affirmati
145662,overture ,anticip,1,precursor, symphony, preface,,9,1,0,0,0,0,0,0,0,0,0,verture precursor symphony prefac
145682,birthday ,anticip,1,regularity of recurrence,,,,9,1,0,0,0,0,0,0,0,0,0,birthday regularity of recurrenc
145684,birthday ,surprise,1,regularity of recurrence,,,,10,1,0,0,0,0,0,0,0,0,0,birthday regularity of recurrenc
145689,birthday ,joy,1,regularity of recurrence,,,,8,1,0,0,0,0,0,0,0,0,0,birthday regularity of recurrenc
145717,depressed ,sadness,1,depression,,,,6,1,0,0,0,0,0,0,0,0,0,depressed depressi
145722,inspire ,anticip,1,cheerfulness, enliven, cheer,,9,1,0,0,0,0,0,0,0,0,0,inspire cheerfulness enliven cheer
145723,inspire ,trust,1,cheerfulness, enliven, cheer,,5,1,0,0,0,0,0,0,0,0,0,inspire cheerfulness enliven cheer
145729,inspire ,joy,1,cheerfulness, enliven, cheer,,8,1,0,0,0,0,0,0,0,0,0,inspire cheerfulness enliven cheer
145804,mystic ,surprise,1,concealment,,,,10,1,0,0,0,0,0,0,0,0,0,mystic concealment
145812,expected ,anticip,1,expectation,,,,9,1,0,0,0,0,0,0,0,0,0,xpected expectati
145820,agony ,fear,1,excitability,,,,3,1,0,0,0,0,0,0,0,0,0,agony excitability
145827,agony ,sadness,1,excitability,,,,6,1,0,0,0,0,0,0,0,0,0,agony excitability
145837,banishment ,sadness,1,punishment,,,,6,1,0,0,0,0,0,0,0,0,0,banishment punishment
145994,syncope ,surprise,1,fatigue, fainting, swoon,,10,1,0,0,0,0,0,0,0,0,0,syncope fatigue fainting sw
146122,compensate ,anticip,1,restitution,,,,9,1,0,0,0,0,0,0,0,0,0,compensate restituti
146123,compensate ,trust,1,restitution,,,,5,1,0,0,0,0,0,0,0,0,0,compensate restituti
146124,compensate ,surprise,1,restitution,,,,10,1,0,0,0,0,0,0,0,0,0,compensate restituti
146129,compensate ,joy,1,restitution,,,,8,1,0,0,0,0,0,0,0,0,0,compensate restituti
146141,frowning ,anger,1,dejection,,,,4,1,0,0,0,0,0,0,0,0,0,frowning dejecti
146147,frowning ,sadness,1,dejection,,,,6,1,0,0,0,0,0,0,0,0,0,frowning dejecti
146148,frowning ,disgust,1,dejection,,,,7,1,0,0,0,0,0,0,0,0,0,frowning dejecti
146222,ecstatic ,anticip,1,feeling,,,,9,1,0,0,0,0,0,0,0,0,0,cstatic feeling
146224,ecstatic ,surprise,1,feeling,,,,10,1,0,0,0,0,0,0,0,0,0,cstatic feeling
146229,ecstatic ,joy,1,feeling,,,,8,1,0,0,0,0,0,0,0,0,0,cstatic feeling
146327,dreary ,sadness,1,painfulness,,,,6,1,0,0,0,0,0,0,0,0,0,dreary painfulness
146349,achieve ,joy,1,production, accomplish, carve,,8,1,0,0,0,0,0,0,0,0,0,achieve production accomplish carv
146411,intolerable ,anger,1,painfulness,,,,4,1,0,0,0,0,0,0,0,0,0,intolerable painfulness
146432,daily ,anticip,1,frequency, hourly, oftentimes,,9,1,0,0,0,0,0,0,0,0,0,daily frequency hourly oftentimes
146440,terminal ,fear,1,limit,,,,3,1,0,0,0,0,0,0,0,0,0,terminal limit
146452,opera ,anticip,1,music,,,,9,1,0,0,0,0,0,0,0,0,0,pera music
146459,opera ,joy,1,music,,,,8,1,0,0,0,0,0,0,0,0,0,pera music
146460,rot ,fear,1,deterioration,,,,3,1,0,0,0,0,0,0,0,0,0,rot deteriorati
146467,rot ,sadness,1,deterioration,,,,6,1,0,0,0,0,0,0,0,0,0,rot deteriorati
146468,rot ,disgust,1,deterioration,,,,7,1,0,0,0,0,0,0,0,0,0,rot deteriorati
146520,threatening ,fear,1,danger,,,,3,1,0,0,0,0,0,0,0,0,0,threatening danger
146521,threatening ,anger,1,danger,,,,4,1,0,0,0,0,0,0,0,0,0,threatening danger
146528,threatening ,disgust,1,danger,,,,7,1,0,0,0,0,0,0,0,0,0,threatening danger
146561,sucker ,anger,1,dupe,,,,4,1,0,0,0,0,0,0,0,0,0,sucker dup
146590,punished ,fear,1,punishment,,,,3,1,0,0,0,0,0,0,0,0,0,punished punishment
146591,punished ,anger,1,punishment,,,,4,1,0,0,0,0,0,0,0,0,0,punished punishment
146592,punished ,anticip,1,punishment,,,,9,1,0,0,0,0,0,0,0,0,0,punished punishment
146597,punished ,sadness,1,punishment,,,,6,1,0,0,0,0,0,0,0,0,0,punished punishment
146598,punished ,disgust,1,punishment,,,,7,1,0,0,0,0,0,0,0,0,0,punished punishment
146611,avenger ,anger,1,revenge,,,,4,1,0,0,0,0,0,0,0,0,0,avenger reveng
146701,throttle ,anger,1,closure, choke, blockade,,4,1,0,0,0,0,0,0,0,0,0,throttle closure choke blockad
146710,bee ,fear,1,fly, wasp, mosquito,,3,1,0,0,0,0,0,0,0,0,0,bee fly wasp mosquit
146711,bee ,anger,1,fly, wasp, mosquito,,4,1,0,0,0,0,0,0,0,0,0,bee fly wasp mosquit
146738,secretion ,disgust,1,excretion,,,,7,1,0,0,0,0,0,0,0,0,0,secretion excreti
146757,sonnet ,sadness,1,poetry,,,,6,1,0,0,0,0,0,0,0,0,0,sonnet poetry
146759,sonnet ,joy,1,poetry,,,,8,1,0,0,0,0,0,0,0,0,0,sonnet poetry
146760,reluctant ,fear,1,unwillingness,,,,3,1,0,0,0,0,0,0,0,0,0,reluctant unwillingness
146780,badness ,fear,1,evil,,,,3,1,0,0,0,0,0,0,0,0,0,badness evil
146781,badness ,anger,1,evil,,,,4,1,0,0,0,0,0,0,0,0,0,badness evil
146788,badness ,disgust,1,evil,,,,7,1,0,0,0,0,0,0,0,0,0,badness evil
146792,marriage ,anticip,1,junction,,,,9,1,0,0,0,0,0,0,0,0,0,marriage juncti
146793,marriage ,trust,1,junction,,,,5,1,0,0,0,0,0,0,0,0,0,marriage juncti
146799,marriage ,joy,1,junction,,,,8,1,0,0,0,0,0,0,0,0,0,marriage juncti
146951,inappropriate ,anger,1,inexpedience,,,,4,1,0,0,0,0,0,0,0,0,0,inappropriate inexpedienc
146957,inappropriate ,sadness,1,inexpedience,,,,6,1,0,0,0,0,0,0,0,0,0,inappropriate inexpedienc
146958,inappropriate ,disgust,1,inexpedience,,,,7,1,0,0,0,0,0,0,0,0,0,inappropriate inexpedienc
147021,grating ,anger,1,painfulness,,,,4,1,0,0,0,0,0,0,0,0,0,grating painfulness
147028,grating ,disgust,1,painfulness,,,,7,1,0,0,0,0,0,0,0,0,0,grating painfulness
147042,marry ,anticip,1,marriage, go off, wed,,9,1,0,0,0,0,0,0,0,0,0,marry marriage go off wed
147043,marry ,trust,1,marriage, go off, wed,,5,1,0,0,0,0,0,0,0,0,0,marry marriage go off wed
147049,marry ,joy,1,marriage, go off, wed,,8,1,0,0,0,0,0,0,0,0,0,marry marriage go off wed
147060,plea ,fear,1,counter evidence, vindication, refutation,,3,1,0,0,0,0,0,0,0,0,0,plea counter evidence vindication refutati
147062,plea ,anticip,1,counter evidence, vindication, refutation,,9,1,0,0,0,0,0,0,0,0,0,plea counter evidence vindication refutati
147067,plea ,sadness,1,counter evidence, vindication, refutation,,6,1,0,0,0,0,0,0,0,0,0,plea counter evidence vindication refutati
147070,unthinkable ,fear,1,prohibition,,,,3,1,0,0,0,0,0,0,0,0,0,unthinkable prohibiti
147071,unthinkable ,anger,1,prohibition,,,,4,1,0,0,0,0,0,0,0,0,0,unthinkable prohibiti
147078,unthinkable ,disgust,1,prohibition,,,,7,1,0,0,0,0,0,0,0,0,0,unthinkable prohibiti
147110,contempt ,fear,1,contempt,,,,3,1,0,0,0,0,0,0,0,0,0,contempt contempt
147118,contempt ,disgust,1,contempt,,,,7,1,0,0,0,0,0,0,0,0,0,contempt contempt
147154,prank ,surprise,1,amusement,,,,10,1,0,0,0,0,0,0,0,0,0,prank amusement
147191,harry ,anger,1,attack,,,,4,1,0,0,0,0,0,0,0,0,0,harry attack
147230,assailant ,fear,1,opponent,,,,3,1,0,0,0,0,0,0,0,0,0,assailant opponent
147231,assailant ,anger,1,opponent,,,,4,1,0,0,0,0,0,0,0,0,0,assailant opponent
147254,greeting ,surprise,1,sociality,,,,10,1,0,0,0,0,0,0,0,0,0,greeting sociality
147274,camouflage ,surprise,1,ambush,,,,10,1,0,0,0,0,0,0,0,0,0,camouflage ambush
147312,deliverance ,anticip,1,relief,,,,9,1,0,0,0,0,0,0,0,0,0,deliverance relief
147313,deliverance ,trust,1,relief,,,,5,1,0,0,0,0,0,0,0,0,0,deliverance relief
147319,deliverance ,joy,1,relief,,,,8,1,0,0,0,0,0,0,0,0,0,deliverance relief
147342,expedition ,anticip,1,activity, dispatch, agility,,9,1,0,0,0,0,0,0,0,0,0,xpedition activity dispatch agility
147350,hellish ,fear,1,malevolence,,,,3,1,0,0,0,0,0,0,0,0,0,hellish malevolenc
147351,hellish ,anger,1,malevolence,,,,4,1,0,0,0,0,0,0,0,0,0,hellish malevolenc
147357,hellish ,sadness,1,malevolence,,,,6,1,0,0,0,0,0,0,0,0,0,hellish malevolenc
147358,hellish ,disgust,1,malevolence,,,,7,1,0,0,0,0,0,0,0,0,0,hellish malevolenc
147412,improve ,anticip,1,teaching,,,,9,1,0,0,0,0,0,0,0,0,0,improve teaching
147413,improve ,trust,1,teaching,,,,5,1,0,0,0,0,0,0,0,0,0,improve teaching
147419,improve ,joy,1,teaching,,,,8,1,0,0,0,0,0,0,0,0,0,improve teaching
147457,infertility ,sadness,1,unproductiveness,,,,6,1,0,0,0,0,0,0,0,0,0,infertility unproductiveness
147460,unsafe ,fear,1,danger,,,,3,1,0,0,0,0,0,0,0,0,0,unsafe danger
147509,scholarship ,joy,1,learning,,,,8,1,0,0,0,0,0,0,0,0,0,scholarship learning
147580,imminent ,fear,1,approach,,,,3,1,0,0,0,0,0,0,0,0,0,imminent approach
147582,imminent ,anticip,1,approach,,,,9,1,0,0,0,0,0,0,0,0,0,imminent approach
147701,obscenity ,anger,1,neologism,,,,4,1,0,0,0,0,0,0,0,0,0,bscenity neologism
147708,obscenity ,disgust,1,neologism,,,,7,1,0,0,0,0,0,0,0,0,0,bscenity neologism
147722,diplomacy ,anticip,1,mediation,,,,9,1,0,0,0,0,0,0,0,0,0,diplomacy mediati
147723,diplomacy ,trust,1,mediation,,,,5,1,0,0,0,0,0,0,0,0,0,diplomacy mediati
147743,spaniel ,trust,1,animal,,,,5,1,0,0,0,0,0,0,0,0,0,spaniel animal
147749,spaniel ,joy,1,animal,,,,8,1,0,0,0,0,0,0,0,0,0,spaniel animal
147843,comfort ,trust,1,relief,,,,5,1,0,0,0,0,0,0,0,0,0,comfort relief
147849,comfort ,joy,1,relief,,,,8,1,0,0,0,0,0,0,0,0,0,comfort relief
147931,obstruct ,anger,1,hindrance,,,,4,1,0,0,0,0,0,0,0,0,0,bstruct hindranc
147998,glitter ,disgust,1,ostentation,,,,7,1,0,0,0,0,0,0,0,0,0,glitter ostentati
147999,glitter ,joy,1,ostentation,,,,8,1,0,0,0,0,0,0,0,0,0,glitter ostentati
148011,subversive ,anger,1,destruction,,,,4,1,0,0,0,0,0,0,0,0,0,subversive destructi
148014,subversive ,surprise,1,destruction,,,,10,1,0,0,0,0,0,0,0,0,0,subversive destructi
148020,defy ,fear,1,defiance,,,,3,1,0,0,0,0,0,0,0,0,0,defy defianc
148021,defy ,anger,1,defiance,,,,4,1,0,0,0,0,0,0,0,0,0,defy defianc
148024,defy ,surprise,1,defiance,,,,10,1,0,0,0,0,0,0,0,0,0,defy defianc
148027,defy ,sadness,1,defiance,,,,6,1,0,0,0,0,0,0,0,0,0,defy defianc
148030,sinister ,fear,1,vice,,,,3,1,0,0,0,0,0,0,0,0,0,sinister vic
148031,sinister ,anger,1,vice,,,,4,1,0,0,0,0,0,0,0,0,0,sinister vic
148038,sinister ,disgust,1,vice,,,,7,1,0,0,0,0,0,0,0,0,0,sinister vic
148043,compliance ,trust,1,willingness, pleasure, asset,,5,1,0,0,0,0,0,0,0,0,0,compliance willingness pleasure asset
148071,subsidy ,anger,1,giving,,,,4,1,0,0,0,0,0,0,0,0,0,subsidy giving
148078,subsidy ,disgust,1,giving,,,,7,1,0,0,0,0,0,0,0,0,0,subsidy giving
148160,deserted ,fear,1,seclusion,,,,3,1,0,0,0,0,0,0,0,0,0,deserted seclusi
148173,sentinel ,trust,1,safety, sentry, scout,,5,1,0,0,0,0,0,0,0,0,0,sentinel safety sentry scout
148250,flying ,fear,1,velocity,,,,3,1,0,0,0,0,0,0,0,0,0,flying velocity
148260,sin ,fear,1,vice, err, slip,,3,1,0,0,0,0,0,0,0,0,0,sin vice err slip
148267,sin ,sadness,1,vice, err, slip,,6,1,0,0,0,0,0,0,0,0,0,sin vice err slip
148292,linger ,anticip,1,lateness,,,,9,1,0,0,0,0,0,0,0,0,0,linger lateness
148338,discriminating ,disgust,1,discrimination,,,,7,1,0,0,0,0,0,0,0,0,0,discriminating discriminati
148440,demonic ,fear,1,demon,,,,3,1,0,0,0,0,0,0,0,0,0,demonic dem
148441,demonic ,anger,1,demon,,,,4,1,0,0,0,0,0,0,0,0,0,demonic dem
148447,demonic ,sadness,1,demon,,,,6,1,0,0,0,0,0,0,0,0,0,demonic dem
148448,demonic ,disgust,1,demon,,,,7,1,0,0,0,0,0,0,0,0,0,demonic dem
148542,clock ,anticip,1,measurement,,,,9,1,0,0,0,0,0,0,0,0,0,clock measurement
148550,impeach ,fear,1,disapprobation,,,,3,1,0,0,0,0,0,0,0,0,0,impeach disapprobati
148558,impeach ,disgust,1,disapprobation,,,,7,1,0,0,0,0,0,0,0,0,0,impeach disapprobati
148562,ambition ,anticip,1,desire,,,,9,1,0,0,0,0,0,0,0,0,0,ambition desir
148563,ambition ,trust,1,desire,,,,5,1,0,0,0,0,0,0,0,0,0,ambition desir
148569,ambition ,joy,1,desire,,,,8,1,0,0,0,0,0,0,0,0,0,ambition desir
148582,immediately ,anticip,1,haste,,,,9,1,0,0,0,0,0,0,0,0,0,immediately hast
148630,malevolent ,fear,1,malevolence,,,,3,1,0,0,0,0,0,0,0,0,0,malevolent malevolenc
148640,suicidal ,fear,1,killing,,,,3,1,0,0,0,0,0,0,0,0,0,suicidal killing
148641,suicidal ,anger,1,killing,,,,4,1,0,0,0,0,0,0,0,0,0,suicidal killing
148647,suicidal ,sadness,1,killing,,,,6,1,0,0,0,0,0,0,0,0,0,suicidal killing
148690,condemnation ,fear,1,accusation,,,,3,1,0,0,0,0,0,0,0,0,0,condemnation accusati
148691,condemnation ,anger,1,accusation,,,,4,1,0,0,0,0,0,0,0,0,0,condemnation accusati
148692,condemnation ,anticip,1,accusation,,,,9,1,0,0,0,0,0,0,0,0,0,condemnation accusati
148697,condemnation ,sadness,1,accusation,,,,6,1,0,0,0,0,0,0,0,0,0,condemnation accusati
148698,condemnation ,disgust,1,accusation,,,,7,1,0,0,0,0,0,0,0,0,0,condemnation accusati
148758,perverse ,disgust,1,discourtesy,,,,7,1,0,0,0,0,0,0,0,0,0,perverse discourtesy
148798,loo ,disgust,1,receptacle,,,,7,1,0,0,0,0,0,0,0,0,0,loo receptacl
148832,impatient ,anticip,1,excitability,,,,9,1,0,0,0,0,0,0,0,0,0,impatient excitability
148860,incrimination ,fear,1,accusation,,,,3,1,0,0,0,0,0,0,0,0,0,incrimination accusati
148867,incrimination ,sadness,1,accusation,,,,6,1,0,0,0,0,0,0,0,0,0,incrimination accusati
148890,atherosclerosis ,fear,1,disease,,,,3,1,0,0,0,0,0,0,0,0,0,atherosclerosis diseas
148897,atherosclerosis ,sadness,1,disease,,,,6,1,0,0,0,0,0,0,0,0,0,atherosclerosis diseas
148943,collateral ,trust,1,security,,,,5,1,0,0,0,0,0,0,0,0,0,collateral security
148969,glee ,joy,1,pleasure,,,,8,1,0,0,0,0,0,0,0,0,0,glee pleasur
149000,cliff ,fear,1,height,,,,3,1,0,0,0,0,0,0,0,0,0,cliff height
149030,oppress ,fear,1,malevolence,,,,3,1,0,0,0,0,0,0,0,0,0,ppress malevolenc
149031,oppress ,anger,1,malevolence,,,,4,1,0,0,0,0,0,0,0,0,0,ppress malevolenc
149037,oppress ,sadness,1,malevolence,,,,6,1,0,0,0,0,0,0,0,0,0,ppress malevolenc
149041,extinguish ,anger,1,destruction,,,,4,1,0,0,0,0,0,0,0,0,0,xtinguish destructi
149070,perish ,fear,1,pass away, dissolve, die,,3,1,0,0,0,0,0,0,0,0,0,perish pass away dissolve di
149077,perish ,sadness,1,pass away, dissolve, die,,6,1,0,0,0,0,0,0,0,0,0,perish pass away dissolve di
149163,remedy ,trust,1,good,,,,5,1,0,0,0,0,0,0,0,0,0,remedy good
149180,ambush ,fear,1,ambush,,,,3,1,0,0,0,0,0,0,0,0,0,ambush ambush
149181,ambush ,anger,1,ambush,,,,4,1,0,0,0,0,0,0,0,0,0,ambush ambush
149184,ambush ,surprise,1,ambush,,,,10,1,0,0,0,0,0,0,0,0,0,ambush ambush
149190,menace ,fear,1,threat,,,,3,1,0,0,0,0,0,0,0,0,0,menace threat
149191,menace ,anger,1,threat,,,,4,1,0,0,0,0,0,0,0,0,0,menace threat
149271,prohibited ,anger,1,prohibition,,,,4,1,0,0,0,0,0,0,0,0,0,prohibited prohibiti
149280,slave ,fear,1,exertion,,,,3,1,0,0,0,0,0,0,0,0,0,slave exerti
149291,latent ,anger,1,latency,,,,4,1,0,0,0,0,0,0,0,0,0,latent latency
149292,latent ,anticip,1,latency,,,,9,1,0,0,0,0,0,0,0,0,0,latent latency
149294,latent ,surprise,1,latency,,,,10,1,0,0,0,0,0,0,0,0,0,latent latency
149298,latent ,disgust,1,latency,,,,7,1,0,0,0,0,0,0,0,0,0,latent latency
149372,bugle ,anticip,1,warfare,,,,9,1,0,0,0,0,0,0,0,0,0,bugle warfar
149390,desolation ,fear,1,hopelessness, abandonment, submission,,3,1,0,0,0,0,0,0,0,0,0,desolation hopelessness abandonment submissi
149397,desolation ,sadness,1,hopelessness, abandonment, submission,,6,1,0,0,0,0,0,0,0,0,0,desolation hopelessness abandonment submissi
149473,expert ,trust,1,proficient,,,,5,1,0,0,0,0,0,0,0,0,0,xpert proficient
149484,garish ,surprise,1,color, gay, flaring,,10,1,0,0,0,0,0,0,0,0,0,garish color gay flaring
149522,momentum ,anticip,1,impulse,,,,9,1,0,0,0,0,0,0,0,0,0,momentum impuls
149574,modify ,surprise,1,change,,,,10,1,0,0,0,0,0,0,0,0,0,modify chang
149583,ally ,trust,1,friend, comrade, advocate,,5,1,0,0,0,0,0,0,0,0,0,ally friend comrade advocat
149600,phantom ,fear,1,imagination, illusion, vapor,,3,1,0,0,0,0,0,0,0,0,0,phantom imagination illusion vapor
149632,playground ,anticip,1,amusement,,,,9,1,0,0,0,0,0,0,0,0,0,playground amusement
149633,playground ,trust,1,amusement,,,,5,1,0,0,0,0,0,0,0,0,0,playground amusement
149639,playground ,joy,1,amusement,,,,8,1,0,0,0,0,0,0,0,0,0,playground amusement
149670,disintegrate ,fear,1,disjunction,,,,3,1,0,0,0,0,0,0,0,0,0,disintegrate disjuncti
149792,edition ,anticip,1,publication,,,,9,1,0,0,0,0,0,0,0,0,0,dition publicati
149814,tempest ,surprise,1,excitability, gust, whiff,,10,1,0,0,0,0,0,0,0,0,0,tempest excitability gust whiff
149820,executioner ,fear,1,scourge,,,,3,1,0,0,0,0,0,0,0,0,0,xecutioner scourg
149827,executioner ,sadness,1,scourge,,,,6,1,0,0,0,0,0,0,0,0,0,xecutioner scourg
149832,dare ,anticip,1,courage,,,,9,1,0,0,0,0,0,0,0,0,0,dare courag
149833,dare ,trust,1,courage,,,,5,1,0,0,0,0,0,0,0,0,0,dare courag
149840,monstrosity ,fear,1,eccentricity, farce, burlesque,,3,1,0,0,0,0,0,0,0,0,0,monstrosity eccentricity farce burlesqu
149841,monstrosity ,anger,1,eccentricity, farce, burlesque,,4,1,0,0,0,0,0,0,0,0,0,monstrosity eccentricity farce burlesqu
149844,monstrosity ,surprise,1,eccentricity, farce, burlesque,,10,1,0,0,0,0,0,0,0,0,0,monstrosity eccentricity farce burlesqu
149848,monstrosity ,disgust,1,eccentricity, farce, burlesque,,7,1,0,0,0,0,0,0,0,0,0,monstrosity eccentricity farce burlesqu
149851,disagreement ,anger,1,discord,,,,4,1,0,0,0,0,0,0,0,0,0,disagreement discord
149857,disagreement ,sadness,1,discord,,,,6,1,0,0,0,0,0,0,0,0,0,disagreement discord
149902,latent ,anticip,1,physical inertness,,,,9,1,0,0,0,0,0,0,0,0,0,latent physical inertness
149933,guardian ,trust,1,defense,,,,5,1,0,0,0,0,0,0,0,0,0,guardian defens
149969,vivid ,joy,1,physical energy,,,,8,1,0,0,0,0,0,0,0,0,0,vivid physical energy
149970,screech ,fear,1,cry,,,,3,1,0,0,0,0,0,0,0,0,0,screech cry
149974,screech ,surprise,1,cry,,,,10,1,0,0,0,0,0,0,0,0,0,screech cry
149988,bombed ,disgust,1,drunkenness,,,,7,1,0,0,0,0,0,0,0,0,0,bombed drunkenness
150040,nervous ,fear,1,weakness, impotent, weak,,3,1,0,0,0,0,0,0,0,0,0,rvous weakness impotent weak
150042,nervous ,anticip,1,weakness, impotent, weak,,9,1,0,0,0,0,0,0,0,0,0,rvous weakness impotent weak
150071,cur ,anger,1,animal,,,,4,1,0,0,0,0,0,0,0,0,0,cur animal
150078,cur ,disgust,1,animal,,,,7,1,0,0,0,0,0,0,0,0,0,cur animal
150080,fight ,fear,1,contention,,,,3,1,0,0,0,0,0,0,0,0,0,fight contenti
150081,fight ,anger,1,contention,,,,4,1,0,0,0,0,0,0,0,0,0,fight contenti
150101,fib ,anger,1,falsehood,,,,4,1,0,0,0,0,0,0,0,0,0,fib falsehood
150159,glad ,joy,1,pleasure,,,,8,1,0,0,0,0,0,0,0,0,0,glad pleasur
150173,pastor ,trust,1,teacher,,,,5,1,0,0,0,0,0,0,0,0,0,pastor teacher
150179,pastor ,joy,1,teacher,,,,8,1,0,0,0,0,0,0,0,0,0,pastor teacher
150181,frustrated ,anger,1,discontent,,,,4,1,0,0,0,0,0,0,0,0,0,frustrated discontent
150197,loss ,sadness,1,waste,,,,6,1,0,0,0,0,0,0,0,0,0,loss wast
150261,penalty ,anger,1,condemnation,,,,4,1,0,0,0,0,0,0,0,0,0,penalty condemnati
150283,smile ,trust,1,amusement,,,,5,1,0,0,0,0,0,0,0,0,0,smile amusement
150289,smile ,joy,1,amusement,,,,8,1,0,0,0,0,0,0,0,0,0,smile amusement
150292,hurried ,anticip,1,haste,,,,9,1,0,0,0,0,0,0,0,0,0,hurried hast
150340,cataract ,fear,1,dimsightedness,,,,3,1,0,0,0,0,0,0,0,0,0,cataract dimsightedness
150342,cataract ,anticip,1,dimsightedness,,,,9,1,0,0,0,0,0,0,0,0,0,cataract dimsightedness
150350,weakly ,fear,1,disease,,,,3,1,0,0,0,0,0,0,0,0,0,weakly diseas
150357,weakly ,sadness,1,disease,,,,6,1,0,0,0,0,0,0,0,0,0,weakly diseas
150383,definitive ,trust,1,end,,,,5,1,0,0,0,0,0,0,0,0,0,definitive end
150390,obstruct ,fear,1,closure,,,,3,1,0,0,0,0,0,0,0,0,0,bstruct closur
150391,obstruct ,anger,1,closure,,,,4,1,0,0,0,0,0,0,0,0,0,bstruct closur
150491,detract ,anger,1,nonaddition,,,,4,1,0,0,0,0,0,0,0,0,0,detract nonadditi
150509,elated ,joy,1,hope, flushed, buoyant,,8,1,0,0,0,0,0,0,0,0,0,lated hope flushed buoyant
150520,fear ,fear,1,discontent,,,,3,1,0,0,0,0,0,0,0,0,0,fear discontent
150521,fear ,anger,1,discontent,,,,4,1,0,0,0,0,0,0,0,0,0,fear discontent
150557,discomfort ,sadness,1,pain,,,,6,1,0,0,0,0,0,0,0,0,0,discomfort pai
150643,approve ,trust,1,approbation,,,,5,1,0,0,0,0,0,0,0,0,0,approve approbati
150649,approve ,joy,1,approbation,,,,8,1,0,0,0,0,0,0,0,0,0,approve approbati
150661,vicious ,anger,1,accusation,,,,4,1,0,0,0,0,0,0,0,0,0,vicious accusati
150668,vicious ,disgust,1,accusation,,,,7,1,0,0,0,0,0,0,0,0,0,vicious accusati
150683,elucidate ,trust,1,interpretation,,,,5,1,0,0,0,0,0,0,0,0,0,lucidate interpretati
150720,pandemic ,fear,1,disease,,,,3,1,0,0,0,0,0,0,0,0,0,pandemic diseas
150727,pandemic ,sadness,1,disease,,,,6,1,0,0,0,0,0,0,0,0,0,pandemic diseas
150737,funk ,sadness,1,fear,,,,6,1,0,0,0,0,0,0,0,0,0,funk fear
150741,forfeit ,anger,1,penalty,,,,4,1,0,0,0,0,0,0,0,0,0,forfeit penalty
150747,forfeit ,sadness,1,penalty,,,,6,1,0,0,0,0,0,0,0,0,0,forfeit penalty
150779,prosper ,joy,1,success,,,,8,1,0,0,0,0,0,0,0,0,0,prosper success
150790,government ,fear,1,authority,,,,3,1,0,0,0,0,0,0,0,0,0,government authority
150817,lament ,sadness,1,lamentation,,,,6,1,0,0,0,0,0,0,0,0,0,lament lamentati
150823,president ,trust,1,director,,,,5,1,0,0,0,0,0,0,0,0,0,president director
150843,confirmed ,trust,1,stability,,,,5,1,0,0,0,0,0,0,0,0,0,confirmed stability
150880,belt ,fear,1,encompass, circumvent, encircle,,3,1,0,0,0,0,0,0,0,0,0,belt encompass circumvent encircl
150881,belt ,anger,1,encompass, circumvent, encircle,,4,1,0,0,0,0,0,0,0,0,0,belt encompass circumvent encircl
150909,amusement ,joy,1,pleasurableness,,,,8,1,0,0,0,0,0,0,0,0,0,amusement pleasurableness
150918,despicable ,disgust,1,disrepute,,,,7,1,0,0,0,0,0,0,0,0,0,despicable disreput
150992,splendor ,anticip,1,repute, nobility, majesty,,9,1,0,0,0,0,0,0,0,0,0,splendor repute nobility majesty
150994,splendor ,surprise,1,repute, nobility, majesty,,10,1,0,0,0,0,0,0,0,0,0,splendor repute nobility majesty
150999,splendor ,joy,1,repute, nobility, majesty,,8,1,0,0,0,0,0,0,0,0,0,splendor repute nobility majesty
151037,conceal ,sadness,1,covering, pay, plate,,6,1,0,0,0,0,0,0,0,0,0,conceal covering pay plat
151161,infidelity ,anger,1,unbelief doubt,,,,4,1,0,0,0,0,0,0,0,0,0,infidelity unbelief doubt
151167,infidelity ,sadness,1,unbelief doubt,,,,6,1,0,0,0,0,0,0,0,0,0,infidelity unbelief doubt
151170,smite ,fear,1,bite, assail, provoke,,3,1,0,0,0,0,0,0,0,0,0,smite bite assail provok
151171,smite ,anger,1,bite, assail, provoke,,4,1,0,0,0,0,0,0,0,0,0,smite bite assail provok
151214,sally ,surprise,1,attack,,,,10,1,0,0,0,0,0,0,0,0,0,sally attack
